Bild Ref ID;Brot Name;Schritt Nr;Positive Prompt;Negativ Prompt
CHE-00043-G-001-st1.jpg;Marronibrot;1;Professional food photography, dough with chestnut puree and chestnut pieces, beige color, 8k;blurry, text, cartoon, illustration, low quality
CHE-00043-G-001-st2.jpg;Marronibrot;2;Professional food photography, scoring round dough loaf with a flat blade angle, raw dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00043-G-001-st3.jpg;Marronibrot;3;Professional food photography, chestnut bread in oven, steam, dark crust forming, 8k;blurry, text, cartoon, illustration, low quality
CHE-00044-G-001-st1.jpg;Kornkreisbrot;1;Professional food photography, dough with whole wheat grains visible, textured, 8k;blurry, text, cartoon, illustration, low quality
CHE-00044-G-001-st2.jpg;Kornkreisbrot;2;Professional food photography, joining three dough loaves to form a circle/triangle shape, raw dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00044-G-001-st3.jpg;Kornkreisbrot;3;Professional food photography, large ring bread baking in oven, rustic look, 8k;blurry, text, cartoon, illustration, low quality
CHE-00045-G-001-st1.jpg;UrDinkel-Vollkorn-Brot;1;Professional food photography, making a scald with boiling water and spelt flour, steam rising, 8k;blurry, text, cartoon, illustration, low quality
CHE-00045-G-001-st2.jpg;UrDinkel-Vollkorn-Brot;2;Professional food photography, kneading dark spelt dough, folding technique, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00045-G-001-st3.jpg;UrDinkel-Vollkorn-Brot;3;Professional food photography, placing dough pieces into bread tins, flour dusting, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00049-G-001-st1.jpg;Hirsebrot;1;Professional food photography, millet grains in bowl with hot water, soaking, steam, 8k;blurry, text, cartoon, illustration, low quality
CHE-00049-G-001-st2.jpg;Hirsebrot;2;Professional food photography, dough with millet grains visible mixed in, texture shot, 8k;blurry, text, cartoon, illustration, low quality
CHE-00049-G-001-st3.jpg;Hirsebrot;3;Professional food photography, assembling two dough parts (cottage loaf style), brushing with egg, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00049-G-001-st4.jpg;Hirsebrot;4;Professional food photography, millet bread in oven, baking, golden crust, 8k;blurry, text, cartoon, illustration, low quality
CHE-00050-G-001-st1.jpg;Burebrot;1;Professional food photography, mixing rye and wheat flour dough with milk, rustic bowl, 8k;blurry, text, cartoon, illustration, low quality
CHE-00050-G-001-st2.jpg;Burebrot;2;Professional food photography, scoring diamond pattern into round dough loaf, flour dusted, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00050-G-001-st3.jpg;Burebrot;3;Professional food photography, farmer bread baking, crust forming, oven interior, 8k;blurry, text, cartoon, illustration, low quality
CHE-00051-G-001-st1.jpg;Gemüsebrot;1;Professional food photography, dough with dried vegetable flakes visible, kneading, colorful, 8k;blurry, text, cartoon, illustration, low quality
CHE-00051-G-001-st2.jpg;Gemüsebrot;2;Professional food photography, shaping rectangular bread loaves, flour dusting, raw dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00051-G-001-st3.jpg;Gemüsebrot;3;Professional food photography, vegetable bread baking in oven, crust browning, 8k;blurry, text, cartoon, illustration, low quality
CHE-00052-G-001-st1.jpg;Ruchbrot;1;Professional food photography, mixing dark ruchmehl flour and water, shaggy mass, autolyse, 8k;blurry, text, cartoon, illustration, low quality
CHE-00052-G-001-st2.jpg;Ruchbrot;2;Professional food photography, folding dark dough, gluten structure development, wet dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00052-G-001-st3.jpg;Ruchbrot;3;Professional food photography, shaped ruchbrot loaf rising on baking sheet, flour dusted, 8k;blurry, text, cartoon, illustration, low quality
CHE-00052-G-001-st4.jpg;Ruchbrot;4;Professional food photography, ruchbrot in oven, dark crust forming, steam, 8k;blurry, text, cartoon, illustration, low quality
CHE-00053-G-001-st1.jpg;Bierbrot;1;Professional food photography, mixing dough with beer and mashed potatoes, rustic texture, 8k;blurry, text, cartoon, illustration, low quality
CHE-00053-G-001-st2.jpg;Bierbrot;2;Professional food photography, folding dough on table, fermentation bubbles, raw dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00053-G-001-st3.jpg;Bierbrot;3;Professional food photography, shaping rustic loaves, flour dusting, artisan technique, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00053-G-001-st4.jpg;Bierbrot;4;Professional food photography, beer bread baking in stone oven, dark rustic crust, 8k;blurry, text, cartoon, illustration, low quality
CHE-00054-G-001-st1.jpg;Sauerteigbrot mit UrDinkel;1;Professional food photography, mixing sourdough starter and spelt flour, rustic bowl, 8k;blurry, text, cartoon, illustration, low quality
CHE-00054-G-001-st2.jpg;Sauerteigbrot mit UrDinkel;2;Professional food photography, folding spelt dough during bulk fermentation, bubbles, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00054-G-001-st3.jpg;Sauerteigbrot mit UrDinkel;3;Professional food photography, placing dough into banneton basket, flour dusted, 8k;blurry, text, cartoon, illustration, low quality
CHE-00054-G-001-st4.jpg;Sauerteigbrot mit UrDinkel;4;Professional food photography, baking sourdough bread, oven spring, ear formation, 8k;blurry, text, cartoon, illustration, low quality
CHE-00056-G-001-st1.jpg;Baslerbrot;1;Professional food photography, macro shot of bubbly yeast sponge dough (poolish) in a bowl, stringy texture, 8k;blurry, text, cartoon, illustration, low quality
CHE-00056-G-001-st5.jpg;Baslerbrot;5;Professional food photography, baker hands shaping two oval dough loaves on floured surface, raw dough texture, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00056-G-001-st8.jpg;Baslerbrot;8;Professional food photography, baking bread in oven, steam injection, crust turning brown, 8k;blurry, text, cartoon, illustration, low quality
CHE-00057-G-001-st1.jpg;Solothurner Brot;1;Professional food photography, close-up macro shot of bubbly pre-ferment dough made of darker wheat flour, 8k;blurry, text, cartoon, illustration, low quality
CHE-00057-G-001-st5.jpg;Solothurner Brot;5;Professional food photography, folding one third of dough loaf over the body to create a lip, artisan technique, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00057-G-001-st7.jpg;Solothurner Brot;7;Professional food photography, bread baking in oven, distinct crack opening on the side, 8k;blurry, text, cartoon, illustration, low quality
CHE-00058-G-001-st1.jpg;Alpenbrot (Klassik);1;Professional food photography, macro shot of soaked seeds (sunflower, flax, sesame) in water, 8k;blurry, text, cartoon, illustration, low quality
CHE-00058-G-001-st2.jpg;Alpenbrot (Klassik);2;Professional food photography, bubbly pre-ferment dough in a bowl, greyish hue, 8k;blurry, text, cartoon, illustration, low quality
CHE-00058-G-001-st6.jpg;Alpenbrot (Klassik);6;Professional food photography, shaping oval bread loaf on floured surface, rustic style, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00058-G-001-st8.jpg;Alpenbrot (Klassik);8;Professional food photography, rustic bread baking in oven, dark crust forming, seeds visible, 8k;blurry, text, cartoon, illustration, low quality
CHE-00062-G-001-st1.jpg;Pane Valle Maggia;1;Professional food photography, solid biga preferment in bowl, firm texture, 8k;blurry, text, cartoon, illustration, low quality
CHE-00062-G-001-st3.jpg;Pane Valle Maggia;3;Professional food photography, folding wet dough in tub, fermentation bubbles, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00062-G-001-st4.jpg;Pane Valle Maggia;4;Professional food photography, shaping dark baked oval bread, rustic crust, raw dough, 8k;blurry, text, cartoon, illustration, low quality, deformed hands
CHE-00062-G-001-st5.jpg;Pane Valle Maggia;5;Professional food photography, dark baked oval bread baking in oven, rustic crust, 8k;blurry, text, cartoon, illustration, low quality
CHE-00063-G-001-st1.jpg;Wurzelbrot;1;Professional food photography, raw dough in container with large fermentation bubbles, cold proof, 8k;blurry, text, cartoon, illustration, low quality
CHE-00063-G-001-st3.jpg;Wurzelbrot;3;Professional food photography, twisted bread baking in oven, hot stone, 8k;blurry, text, cartoon, illustration, low quality
CHE-00064-G-001-st3.jpg;Wurzelbrot (No Knead);3;Professional food photography, baking bread in cast iron pot, dutch oven, steam, 8k;blurry, text, cartoon, illustration, low quality

überarbeiten
Brot Illu ID;Brot Name;Positive Prompt;Negativ Prompt
ITA-00001-B-001;Levito Madre (Neuzucht);Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, sitting on a marble table, flour dust, 8k, photorealistic;blurry, text, dead, moldy, liquid, dark
ITA-00001-B-001-st1.jpg;Levito Madre (Neuzucht);1;Professional food photography, mixing flour water and honey in a bowl to start sourdough, sticky dough ball;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st2.jpg;Levito Madre (Neuzucht);2;Professional food photography, discarding half of sourdough starter and adding fresh flour, feeding process;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st3.jpg;Levito Madre (Neuzucht);3;Professional food photography, kneading stiff sourdough ball, smooth texture;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st4.jpg;Levito Madre (Neuzucht);4;Professional food photography, slices of sourdough starter floating in a bowl of water (Bagnetto Piemontese), washing acidity;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001;Levito Madre (Neuzucht);Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, sitting on a marble table, flour dust, 8k, photorealistic;blurry, text, dead, moldy, liquid, dark
ITA-00001-B-001-st1.jpg;Levito Madre (Neuzucht);1;Professional food photography, mixing flour water and honey in a bowl to start sourdough, sticky dough ball;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st2.jpg;Levito Madre (Neuzucht);2;Professional food photography, discarding half of sourdough starter and adding fresh flour, feeding process;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st3.jpg;Levito Madre (Neuzucht);3;Professional food photography, kneading stiff sourdough ball, smooth texture;blurry, text, cartoon, illustration, low quality
ITA-00001-B-001-st4.jpg;Levito Madre (Neuzucht);4;Professional food photography, slices of sourdough starter floating in a bowl of water (Bagnetto Piemontese), washing acidity;blurry, text, cartoon, illustration, low quality


